stem	rarity (-1 == wasn\'t in corpora, lower is more rare)	total corpora words	first word to make stem
cobr	10647	11622	cobre
mand	10651	11622	mando
entrad	10653	11622	entradas
salv	10657	11622	salvarlos
perez	10662	11622	perezoso
esas	10663	11622	esas
constant	10667	11622	constantes
not	10671	11622	notar
notici	10674	11622	noticias
olvid	10677	11622	olvidemos
envi	10679	11622	enviaran
lej	10683	11622	lejos
ojos	10684	11622	ojos
salt	10692	11622	saltarlas
sed	10696	11622	seda
empez	10698	11622	empezarían
quiz	10700	11622	Quizá
piel	10702	11622	piel
clav	10706	11622	clavado
flor	10717	11622	flor
combat	10722	11622	combate
grav	10726	11622	graves
ahi	10739	11622	ahí
golp	10742	11622	golpe
libert	10743	11622	liberto
ray	10750	11622	rayas
lanz	10752	11622	lanza
pus	10754	11622	puso
regres	10760	11622	regresar
oro	10761	11622	oro
cont	10762	11622	contaré
previst	10764	11622	previsto
nac	10766	11622	naciera
alto	10771	11622	alto
tampoc	10776	11622	tampoco
acompañ	10781	11622	acompañantes
herman	10783	11622	hermanas
padr	10784	11622	padre
reun	10787	11622	reunió
concentr	10798	11622	concentrado
aliment	10802	11622	alimentar
llen	10806	11622	llenos
ric	10808	11622	rico
vend	10809	11622	vendara
dud	10814	11622	dudando
absolut	10823	11622	absoluta
color	10824	11622	color
sirv	10825	11622	sirvieron
eleg	10830	11622	elegido
verdader	10833	11622	verdadero
fij	10838	11622	fijado
demostr	10841	11622	demostrar
dios	10851	11622	dioses
aparec	10856	11622	aparecían
te	10861	11622	Te
todav	10862	11622	todavía
realid	10863	11622	realidad
demas	10865	11622	demás
antigu	10870	11622	antigua
gust	10872	11622	gusta
compañer	10873	11622	compañeros
apunt	10875	11622	apuntando
contrari	10878	11622	contrario
recog	10880	11622	recogió
torne	10885	11622	torneo
cort	10889	11622	corte
lad	10891	11622	lado
met	10892	11622	meta
especi	10894	11622	especiado
estuv	10898	11622	estuvo
ped	10900	11622	pedir
suficient	10903	11622	suficiente
ellas	10906	11622	ellas
armad	10907	11622	armado
maner	10908	11622	manera
circul	10910	11622	círculo
dich	10911	11622	dicho
defend	10913	11622	defender
negr	10914	11622	negro
consigu	10915	11622	consiguió
rein	10916	11622	Reinos
direccion	10917	11622	dirección
izquierd	10920	11622	izquierda
dio	10922	11622	dio
aquel	10925	11622	aquel
he	10932	11622	He
protest	10934	11622	protestó
roj	10938	11622	rojos
noch	10941	11622	noches
plant	10943	11622	planta
entend	10945	11622	entendido
amig	10947	11622	amigo
movimient	10948	11622	movimientos
dirig	10953	11622	dirigía
palabr	10955	11622	palabras
entreg	10957	11622	entregó
coron	10959	11622	coronada
siet	10966	11622	Siete
ampli	10967	11622	amplio
exit	10968	11622	éxito
mir	10971	11622	miraré
verd	10975	11622	verdad
facil	10977	11622	facilidad
eran	10979	11622	eran
exig	10981	11622	exigió
tendr	10982	11622	tendría
hem	10984	11622	Hemos
famili	10985	11622	familiar
da	10992	11622	da
acept	10998	11622	aceptar
levant	11001	11622	levantaba
tercer	11003	11622	tercera
mujer	11008	11622	mujeres
camin	11009	11622	camino
cuart	11013	11622	cuarta
pid	11016	11622	pidió
cabez	11017	11622	cabeza
rat	11019	11622	rata
necesit	11020	11622	Necesitaba
quien	11022	11622	quién
suel	11030	11622	suelo
ataqu	11031	11622	ataque
alli	11033	11622	allí
tir	11034	11622	tiró
muj	11035	11622	mujer
peligr	11036	11622	peligro
evit	11038	11622	evitarme
armas	11040	11622	armas
ocurr	11041	11622	ocurrió
ocasion	11044	11622	ocasión
tierr	11049	11622	tierra
march	11050	11622	marchará
car	11053	11622	cara
presenci	11055	11622	presencia
tem	11058	11622	teme
termin	11062	11622	terminó
gent	11063	11622	gente
mod	11066	11622	modos
ide	11067	11622	idea
teng	11068	11622	tengo
cam	11080	11622	cama
favor	11083	11622	favores
cerr	11084	11622	cerradas
sur	11085	11622	sur
condicion	11086	11622	condiciones
puert	11089	11622	puertas
lueg	11091	11622	luego
consej	11093	11622	Consejo
sufr	11096	11622	sufriría
nosotr	11097	11622	Nosotros
cop	11102	11622	copa
pens	11108	11622	pensó
fuer	11109	11622	fuera
dur	11110	11622	duro
abiert	11116	11622	abierta
aqu	11117	11622	Aquí
quer	11120	11622	Queréis
mil	11121	11622	mil
dad	11131	11622	dado
hij	11132	11622	hijos
principi	11135	11622	principio
dentr	11136	11622	dentro
señor	11138	11622	señora
sac	11139	11622	sacaba
traves	11140	11622	través
cab	11141	11622	cabo
esos	11142	11622	Esos
puebl	11143	11622	pueblo
entren	11146	11622	entrenamientos
observ	11148	11622	observaban
compr	11149	11622	comprar
convert	11152	11622	convertiría
plan	11153	11622	planear
cost	11155	11622	costa
niñ	11156	11622	niño
sub	11157	11622	subida
van	11161	11622	van
fuert	11162	11622	Fuerte
necesari	11166	11622	necesario
luch	11170	11622	luchara
band	11172	11622	bando
derrot	11176	11622	derrotado
ofrec	11178	11622	ofrecerle
habr	11179	11622	habrá
nadi	11182	11622	nadie
pregunt	11183	11622	preguntó
vec	11184	11622	veces
diari	11186	11622	diario
miembr	11188	11622	miembro
posibil	11189	11622	posibilidades
agu	11190	11622	agua
rival	11191	11622	rival
campeon	11192	11622	campeón
busc	11193	11622	buscarle
rest	11194	11622	resto
air	11196	11622	aire
hiz	11202	11622	hizo
ver	11203	11622	veré
reconoc	11205	11622	reconoció
prueb	11206	11622	pruebas
cuant	11208	11622	cuanto
clar	11210	11622	claro
ella	11215	11622	ella
aquell	11218	11622	aquella
orden	11219	11622	ordenado
control	11221	11622	control
mal	11222	11622	mal
larg	11225	11622	largo
viaj	11231	11622	viaje
ello	11232	11622	ello
pud	11233	11622	pudieron
yo	11234	11622	yo
igual	11235	11622	igual
situ	11238	11622	situó
alcanz	11247	11622	alcanzara
servici	11248	11622	servicio
preci	11252	11622	preciosas
record	11253	11622	recordaré
unas	11255	11622	unas
inici	11257	11622	iniciar
mostr	11258	11622	mostrar
blanc	11261	11622	blanco
segu	11263	11622	seguían
histori	11266	11622	historias
victori	11268	11622	victorias
volv	11270	11622	volvía
manten	11271	11622	Mantenían
dar	11273	11622	dar
rey	11276	11622	rey
vist	11278	11622	visto
ciud	11280	11622	ciudad
habl	11281	11622	hablaba
celebr	11282	11622	celebrar
tard	11283	11622	tardarán
compañ	11284	11622	compañías
nunc	11285	11622	nunca
consegu	11287	11622	conseguido
disput	11288	11622	disputas
enfrent	11289	11622	enfrentara
nombr	11293	11622	nombres
esto	11299	11622	esto
encontr	11300	11622	encontraron
pequeñ	11301	11622	pequeño
mañan	11302	11622	mañana
recib	11303	11622	recibió
practic	11308	11622	practicaba
ciert	11313	11622	cierta
muert	11315	11622	muerte
sig	11316	11622	siga
cos	11319	11622	cosas
defens	11322	11622	defensivos
ayud	11323	11622	ayudaría
man	11324	11622	manos
real	11326	11622	Real
vuelt	11327	11622	vueltas
pues	11328	11622	Pues
va	11331	11622	va
carg	11332	11622	cargó
casi	11334	11622	casi
camp	11335	11622	campos
med	11337	11622	medía
tip	11339	11622	tipo
fueron	11342	11622	fueron
segur	11345	11622	seguro
falt	11346	11622	falta
lug	11348	11622	lugar
direct	11351	11622	directa
estar	11353	11622	estar
destac	11355	11622	destacaba
cuy	11356	11622	cuyas
pon	11357	11622	poner
sent	11358	11622	sentido
jug	11359	11622	jugaba
les	11360	11622	les
guerr	11361	11622	guerras
vot	11363	11622	votos
entonc	11367	11622	Entonces
hub	11368	11622	hubiera
quier	11369	11622	quiero
sal	11370	11622	Salió
junt	11372	11622	juntas
tuv	11373	11622	tuve
diferent	11374	11622	diferencia
acab	11376	11622	acabó
tal	11377	11622	tal
intent	11378	11622	intentar
aun	11379	11622	Aún
apoy	11380	11622	apoyo
puest	11381	11622	puesto
ningun	11382	11622	ningún
cuatr	11383	11622	cuatro
problem	11384	11622	problemas
nad	11385	11622	nada
llam	11386	11622	llamaba
frent	11388	11622	frente
posibl	11389	11622	posible
cuent	11391	11622	Cuenta
valor	11392	11622	valor
decision	11399	11622	decisión
tom	11400	11622	Tomaré
ellos	11403	11622	ellos
conoc	11406	11622	conocimiento
cual	11407	11622	cuales
esper	11408	11622	esperó
viv	11410	11622	vivo
fin	11411	11622	fin
mar	11412	11622	mar
unic	11413	11622	único
estab	11414	11622	estaban
otras	11415	11622	otras
fuerz	11416	11622	fuerza
podr	11418	11622	podría
estan	11419	11622	están
derech	11420	11622	derecha
haci	11421	11622	hacia
moment	11422	11622	momento
numer	11424	11622	número
mi	11425	11622	mi
cambi	11426	11622	cambio
grand	11427	11622	grande
libr	11428	11622	libres
permit	11429	11622	permitirse
cinc	11431	11622	cinco
represent	11433	11622	representaba
punt	11436	11622	punta
hor	11437	11622	hora
organiz	11439	11622	organizado
perd	11440	11622	perdido
men	11443	11622	menos
eso	11444	11622	Eso
unid	11445	11622	unido
trat	11447	11622	trata
jueg	11448	11622	juego
jos	11449	11622	Joso
buen	11452	11622	buen
unos	11454	11622	Unos
dej	11457	11622	Dejemos
hech	11460	11622	hecho
public	11461	11622	público
parec	11462	11622	parecía
tan	11463	11622	tan
dia	11464	11622	día
acuerd	11465	11622	acuerdo
siempr	11466	11622	siempre
proxim	11467	11622	próxima
otra	11468	11622	otra
bien	11469	11622	bien
me	11471	11622	me
dec	11474	11622	Decía
pes	11475	11622	Pese
señal	11476	11622	señalando
result	11477	11622	resultabais
nuestr	11478	11622	nuestros
ademas	11479	11622	Además
qued	11481	11622	quede
baj	11482	11622	bajo
antes	11483	11622	antes
esa	11484	11622	esa
person	11485	11622	personas
cre	11487	11622	creían
vid	11488	11622	vidas
import	11489	11622	importantes
consider	11491	11622	considerarán
asegur	11492	11622	asegurado
cad	11493	11622	cada
hombr	11494	11622	hombros
e	11495	11622	e
gan	11496	11622	ganan
mientr	11497	11622	mientras
qui	11498	11622	quien
inform	11499	11622	informes
sab	11500	11622	saber
mund	11501	11622	mundo
asi	11505	11622	así
pod	11506	11622	podía
tras	11507	11622	Tras
llev	11508	11622	llevaba
tres	11510	11622	tres
otro	11511	11622	otro
otros	11512	11622	otros
form	11514	11622	forma
ese	11515	11622	Ese
poc	11516	11622	poco
present	11517	11622	presentó
tiemp	11518	11622	tiempo
gran	11520	11622	Gran
durant	11521	11622	durante
segund	11522	11622	Segundos
ahor	11524	11622	ahora
nos	11525	11622	nos
ni	11526	11622	ni
era	11527	11622	era
sid	11528	11622	sido
vez	11529	11622	vez
uno	11530	11622	uno
dond	11531	11622	donde
mejor	11532	11622	mejor
tant	11533	11622	tanto
medi	11534	11622	medio
despues	11535	11622	Después
madr	11536	11622	madres
ante	11538	11622	ante
contr	11539	11622	contra
aunqu	11540	11622	aunque
ten	11541	11622	tenía
cas	11543	11622	caso
mism	11544	11622	misma
dij	11545	11622	dijo
algun	11547	11622	alguno
ultim	11549	11622	último
lleg	11552	11622	llegaron
much	11553	11622	muchos
cient	11554	11622	ciento
muy	11555	11622	muy
primer	11558	11622	primera
deb	11559	11622	debía
hay	11560	11622	Hay
estad	11561	11622	estado
porqu	11562	11622	porquería
cuand	11564	11622	cuando
son	11565	11622	Son
hast	11566	11622	hasta
desd	11567	11622	desde
fue	11568	11622	fue
tien	11569	11622	Tiene
nuev	11570	11622	nuevo
pued	11571	11622	puede
han	11572	11622	han
sol	11574	11622	solo
años	11575	11622	años
tambien	11576	11622	también
ya	11577	11622	Ya
dos	11579	11622	dos
le	11580	11622	le
hab	11581	11622	habían
si	11582	11622	si
pas	11583	11622	Paseaba
entre	11584	11622	entre
sobr	11585	11622	sobre
ser	11586	11622	ser
este	11587	11622	este
hac	11588	11622	hace
sin	11590	11622	sin
o	11591	11622	o
part	11592	11622	parte
esta	11593	11622	está
sus	11594	11622	sus
per	11595	11622	pero
tod	11596	11622	toda
ha	11597	11622	ha
mas	11598	11622	más
lo	11599	11622	lo
com	11602	11622	como
es	11603	11622	es
al	11604	11622	Al
su	11605	11622	su
no	11606	11622	No
par	11607	11622	para
una	11608	11622	una
con	11609	11622	con
un	11610	11622	un
por	11611	11622	por
las	11612	11622	Las
se	11613	11622	se
del	11614	11622	del
los	11615	11622	los
a	11616	11622	a
y	11617	11622	y
en	11618	11622	en
que	11619	11622	que
el	11620	11622	el
la	11621	11622	la
de	11622	11622	de
